,restraint_number,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
41,42,27,33,3.46,0.61,5.2e-06,0.98,3.54,[78],"[91, 92, 93]",6.0,4.096220631282349,3.9922098380606856,4.106594295839548,4.23031692508011,4.017694225502116,4.168177357859588,mixed
42,43,23,36,3.11,2.1,4.7e-06,0.99,3.61,[94],"[87, 88, 89]",7.0,4.4488509590175225,4.455478664913326,4.4203521948296265,4.505648897865645,4.428475876443457,4.437863824472033,mixed
43,44,25,36,5.08,2.1,2.5e-06,0.98,4.0,[86],"[87, 88, 89]",5.0,4.4559709921262645,4.445436891610896,4.45976684432163,4.480648571639721,4.444612578946193,4.4500897279476215,mixed
44,45,27,36,3.46,2.1,9.1e-06,0.99,3.23,[78],"[87, 88, 89]",7.0,4.864032532070631,5.590241816262592,5.182615549661693,4.415633599690447,4.7787556552404595,4.87700641028156,mixed
45,46,29,36,6.36,2.1,1e-06,0.99,4.68,[76],"[87, 88, 89]",9.0,6.879479075148145,7.524220503507014,6.847121378810979,6.464117864173005,6.701104263732852,7.196190625561163,mixed
46,47,25,37,5.08,3.04,5.2e-06,0.98,3.54,[86],"[79, 80, 81]",6.0,4.670692073018084,4.92932758133337,4.772801576190437,4.402505649739185,4.637283303070614,4.729157740109969,mixed
47,48,26,37,1.21,3.04,1.2e-06,0.98,4.56,[82],"[79, 80, 81]",5.0,4.466382241403593,4.498142952171938,4.41653193067433,4.703870615666734,4.576671926875399,4.235361252214576,mixed
48,49,27,37,3.46,3.04,5.47e-05,0.99,2.39,[78],"[79, 80, 81]",4.0,2.6016172903873542,2.5990078699993155,2.595622480902242,2.6028946409185005,2.6041316090996904,2.6065306722109622,mixed
49,50,28,37,5.13,3.04,8.9e-06,0.98,3.24,[77],"[79, 80, 81]",5.0,3.5593448384596087,3.674605284069748,3.735554564980583,3.397258674261262,3.52314603954416,3.5362635787403534,mixed
50,51,29,37,6.36,3.04,1.22e-05,0.99,3.07,[76],"[79, 80, 81]",6.0,3.8617746900047996,3.696445971732691,3.7185414342083343,4.190217597574478,3.891815882595551,3.9465106334357074,mixed
